B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,GEO_ID,NAME
644,10,0,52,13,6,7,0,0,9,9,8,60,67,38,35,330,1500000US060014001001,"Block Group 1, Census Tract 4001, Alameda County, California"
630,37,6,0,6,7,0,7,0,8,23,9,7,25,54,47,394,1500000US060014001002,"Block Group 2, Census Tract 4001, Alameda County, California"
417,0,6,0,0,0,4,0,5,7,6,10,21,41,6,68,243,1500000US060014002001,"Block Group 1, Census Tract 4002, Alameda County, California"
413,0,5,0,0,0,0,23,0,0,12,27,37,44,38,54,173,1500000US060014002002,"Block Group 2, Census Tract 4002, Alameda County, California"
423,0,0,0,0,13,0,0,38,0,0,16,29,6,0,71,250,1500000US060014003001,"Block Group 1, Census Tract 4003, Alameda County, California"
775,14,0,42,22,0,0,0,45,0,0,62,155,141,14,68,212,1500000US060014003002,"Block Group 2, Census Tract 4003, Alameda County, California"
590,75,69,0,61,26,130,0,0,0,0,15,38,14,14,7,141,1500000US060014003003,"Block Group 3, Census Tract 4003, Alameda County, California"
631,0,29,0,10,0,0,0,12,0,0,90,41,52,92,74,231,1500000US060014003004,"Block Group 4, Census Tract 4003, Alameda County, California"
706,22,31,36,14,0,0,19,0,39,43,8,90,35,80,69,220,1500000US060014004001,"Block Group 1, Census Tract 4004, Alameda County, California"
443,24,0,28,0,16,20,0,0,21,10,16,85,17,60,8,138,1500000US060014004002,"Block Group 2, Census Tract 4004, Alameda County, California"
591,0,0,11,9,15,0,6,11,21,11,26,25,17,143,67,229,1500000US060014004003,"Block Group 3, Census Tract 4004, Alameda County, California"
1171,44,16,12,20,51,12,26,0,47,257,8,96,123,125,144,190,1500000US060014005001,"Block Group 1, Census Tract 4005, Alameda County, California"
241,16,0,0,0,9,0,0,7,0,0,0,29,42,36,45,57,1500000US060014005002,"Block Group 2, Census Tract 4005, Alameda County, California"
231,24,12,0,6,0,0,0,0,0,32,28,26,10,27,11,55,1500000US060014005003,"Block Group 3, Census Tract 4005, Alameda County, California"
434,22,45,0,0,12,11,3,0,6,15,16,33,59,77,37,98,1500000US060014006001,"Block Group 1, Census Tract 4006, Alameda County, California"
256,0,0,0,0,0,0,0,7,0,0,43,17,26,11,86,66,1500000US060014006002,"Block Group 2, Census Tract 4006, Alameda County, California"
502,0,0,68,0,19,10,9,10,0,35,49,73,94,15,52,68,1500000US060014007001,"Block Group 1, Census Tract 4007, Alameda County, California"
595,27,31,6,30,31,9,0,4,63,66,16,26,90,78,44,74,1500000US060014007002,"Block Group 2, Census Tract 4007, Alameda County, California"
334,17,6,0,0,14,22,8,46,8,8,12,68,44,26,25,30,1500000US060014007003,"Block Group 3, Census Tract 4007, Alameda County, California"
511,33,0,0,39,0,0,8,0,43,0,28,82,76,78,17,107,1500000US060014007004,"Block Group 4, Census Tract 4007, Alameda County, California"
758,119,105,14,18,0,63,16,0,0,41,60,64,53,16,78,111,1500000US060014008001,"Block Group 1, Census Tract 4008, Alameda County, California"
414,4,20,8,9,5,58,0,0,0,30,57,52,13,99,0,59,1500000US060014008002,"Block Group 2, Census Tract 4008, Alameda County, California"
578,18,0,13,0,0,67,0,17,9,10,66,43,72,42,37,184,1500000US060014008003,"Block Group 3, Census Tract 4008, Alameda County, California"
601,16,25,41,0,53,39,0,20,38,60,88,33,41,24,49,74,1500000US060014009001,"Block Group 1, Census Tract 4009, Alameda County, California"
493,7,15,0,0,7,18,0,0,0,50,46,84,98,22,39,107,1500000US060014009002,"Block Group 2, Census Tract 4009, Alameda County, California"
263,39,16,0,0,16,15,0,0,0,0,32,50,0,29,59,7,1500000US060014010001,"Block Group 1, Census Tract 4010, Alameda County, California"
471,7,0,13,0,25,0,0,24,0,10,0,26,181,18,115,52,1500000US060014010002,"Block Group 2, Census Tract 4010, Alameda County, California"
494,0,0,29,0,0,16,0,78,0,0,39,77,53,79,30,93,1500000US060014010003,"Block Group 3, Census Tract 4010, Alameda County, California"
272,0,0,41,0,0,0,31,12,0,0,0,113,21,8,25,21,1500000US060014010004,"Block Group 4, Census Tract 4010, Alameda County, California"
398,54,15,20,0,0,12,0,13,0,0,100,58,9,24,46,47,1500000US060014010005,"Block Group 5, Census Tract 4010, Alameda County, California"
329,0,28,0,29,0,0,0,0,0,0,0,50,32,60,9,121,1500000US060014010006,"Block Group 6, Census Tract 4010, Alameda County, California"
349,0,0,13,0,0,0,0,0,0,5,208,12,36,12,0,63,1500000US060014011001,"Block Group 1, Census Tract 4011, Alameda County, California"
788,0,0,0,47,64,0,0,19,41,40,40,213,168,16,17,123,1500000US060014011002,"Block Group 2, Census Tract 4011, Alameda County, California"
366,43,0,14,0,16,0,0,0,0,27,0,38,5,73,65,85,1500000US060014011003,"Block Group 3, Census Tract 4011, Alameda County, California"
678,57,16,101,0,0,0,33,65,47,26,63,48,44,16,51,111,1500000US060014011004,"Block Group 4, Census Tract 4011, Alameda County, California"
527,10,17,6,0,24,14,8,25,11,18,16,74,35,46,64,159,1500000US060014012001,"Block Group 1, Census Tract 4012, Alameda County, California"
335,6,12,6,0,12,0,6,0,0,19,51,28,44,19,16,116,1500000US060014012002,"Block Group 2, Census Tract 4012, Alameda County, California"
376,2,28,0,0,15,46,7,0,0,47,57,68,25,14,31,36,1500000US060014012003,"Block Group 3, Census Tract 4012, Alameda County, California"
427,11,14,16,10,8,73,0,8,8,35,6,75,23,42,82,16,1500000US060014013001,"Block Group 1, Census Tract 4013, Alameda County, California"
738,71,95,9,78,35,48,5,37,33,9,15,100,97,40,40,26,1500000US060014013002,"Block Group 2, Census Tract 4013, Alameda County, California"
666,17,0,16,0,49,23,26,20,8,16,69,85,100,34,74,129,1500000US060014013003,"Block Group 3, Census Tract 4013, Alameda County, California"
529,80,37,19,39,28,0,15,17,28,42,18,65,37,32,20,52,1500000US060014014001,"Block Group 1, Census Tract 4014, Alameda County, California"
827,65,43,7,33,22,37,0,53,31,47,31,89,251,20,34,64,1500000US060014014002,"Block Group 2, Census Tract 4014, Alameda County, California"
261,0,17,9,13,39,26,0,0,0,23,16,67,0,8,2,41,1500000US060014014003,"Block Group 3, Census Tract 4014, Alameda County, California"
514,99,155,34,11,15,16,10,0,1,0,63,8,12,19,21,50,1500000US060014015001,"Block Group 1, Census Tract 4015, Alameda County, California"
315,5,10,6,12,8,0,0,9,0,9,31,43,43,71,31,37,1500000US060014015002,"Block Group 2, Census Tract 4015, Alameda County, California"
252,0,9,0,27,0,0,0,9,7,18,20,72,16,16,26,32,1500000US060014015003,"Block Group 3, Census Tract 4015, Alameda County, California"
446,40,38,7,15,15,20,0,36,0,40,51,12,45,11,47,69,1500000US060014016001,"Block Group 1, Census Tract 4016, Alameda County, California"
395,18,29,30,9,5,46,37,15,27,0,63,42,4,10,39,21,1500000US060014016002,"Block Group 2, Census Tract 4016, Alameda County, California"
508,18,25,18,0,0,0,0,0,27,24,56,32,90,58,68,92,1500000US060014017001,"Block Group 1, Census Tract 4017, Alameda County, California"
327,18,0,16,0,25,0,8,23,0,21,0,27,42,43,29,75,1500000US060014017002,"Block Group 2, Census Tract 4017, Alameda County, California"
406,21,0,18,0,0,0,0,0,0,16,20,9,80,75,74,93,1500000US060014017003,"Block Group 3, Census Tract 4017, Alameda County, California"
313,0,0,6,9,18,0,19,0,0,12,58,48,73,16,24,30,1500000US060014018001,"Block Group 1, Census Tract 4018, Alameda County, California"
302,10,26,6,13,15,9,9,5,0,37,61,22,0,37,12,40,1500000US060014018002,"Block Group 2, Census Tract 4018, Alameda County, California"
444,42,40,23,0,7,11,0,0,0,35,41,22,53,78,46,46,1500000US060014022001,"Block Group 1, Census Tract 4022, Alameda County, California"
263,18,26,0,0,0,7,10,19,38,11,5,49,46,0,9,25,1500000US060014022002,"Block Group 2, Census Tract 4022, Alameda County, California"
147,0,6,0,0,21,13,0,0,0,5,8,0,0,14,46,34,1500000US060014022003,"Block Group 3, Census Tract 4022, Alameda County, California"
452,28,75,27,21,0,52,8,44,10,14,23,18,24,0,23,85,1500000US060014024001,"Block Group 1, Census Tract 4024, Alameda County, California"
733,75,195,41,116,59,12,27,52,0,26,30,0,7,46,9,38,1500000US060014024002,"Block Group 2, Census Tract 4024, Alameda County, California"
457,67,35,31,17,1,31,12,13,11,42,50,79,0,23,36,9,1500000US060014025001,"Block Group 1, Census Tract 4025, Alameda County, California"
272,72,63,11,35,14,22,0,0,0,23,14,18,0,0,0,0,1500000US060014025002,"Block Group 2, Census Tract 4025, Alameda County, California"
598,63,127,34,28,37,11,15,43,26,53,34,23,20,25,47,12,1500000US060014026001,"Block Group 1, Census Tract 4026, Alameda County, California"
323,90,21,13,0,0,11,11,22,0,20,26,42,4,10,35,18,1500000US060014027001,"Block Group 1, Census Tract 4027, Alameda County, California"
384,16,0,0,0,24,6,0,4,5,33,0,47,59,19,75,96,1500000US060014027002,"Block Group 2, Census Tract 4027, Alameda County, California"
320,10,29,0,26,14,0,0,0,12,12,0,0,10,33,28,146,1500000US060014028011,"Block Group 1, Census Tract 4028.01, Alameda County, California"
514,33,144,29,17,173,55,0,19,0,0,0,0,0,0,32,12,1500000US060014028012,"Block Group 2, Census Tract 4028.01, Alameda County, California"
851,0,70,0,0,13,19,0,0,28,70,71,67,9,51,214,239,1500000US060014028013,"Block Group 3, Census Tract 4028.01, Alameda County, California"
222,33,175,0,0,0,0,0,0,0,0,0,0,8,0,6,0,1500000US060014028021,"Block Group 1, Census Tract 4028.02, Alameda County, California"
523,145,63,63,0,0,32,19,0,17,26,25,70,0,0,23,40,1500000US060014028022,"Block Group 2, Census Tract 4028.02, Alameda County, California"
493,94,63,67,24,11,54,24,0,0,28,25,35,25,15,6,22,1500000US060014029001,"Block Group 1, Census Tract 4029, Alameda County, California"
438,29,74,40,37,15,28,21,7,14,19,35,46,4,27,28,14,1500000US060014029002,"Block Group 2, Census Tract 4029, Alameda County, California"
629,92,53,18,0,49,15,8,31,26,14,35,111,52,30,30,65,1500000US060014030001,"Block Group 1, Census Tract 4030, Alameda County, California"
413,35,93,109,37,19,11,37,0,0,11,13,0,15,6,21,6,1500000US060014030002,"Block Group 2, Census Tract 4030, Alameda County, California"
457,77,53,68,16,27,54,0,0,0,21,34,8,52,8,0,39,1500000US060014030003,"Block Group 3, Census Tract 4030, Alameda County, California"
452,5,12,0,4,0,6,0,0,7,0,43,25,114,12,75,149,1500000US060014031001,"Block Group 1, Census Tract 4031, Alameda County, California"
438,28,82,33,20,0,19,9,0,0,15,11,18,30,58,50,65,1500000US060014031002,"Block Group 2, Census Tract 4031, Alameda County, California"
341,15,76,85,34,0,66,0,0,0,14,19,0,23,0,9,0,1500000US060014033011,"Block Group 1, Census Tract 4033.01, Alameda County, California"
271,14,87,0,9,0,0,81,0,0,45,7,0,20,0,0,8,1500000US060014033012,"Block Group 2, Census Tract 4033.01, Alameda County, California"
223,21,0,0,0,0,0,0,0,0,14,0,7,0,39,3,139,1500000US060014033021,"Block Group 1, Census Tract 4033.02, Alameda County, California"
773,14,22,0,71,55,0,44,136,0,0,53,41,66,49,131,91,1500000US060014033022,"Block Group 2, Census Tract 4033.02, Alameda County, California"
444,0,0,0,0,0,0,0,0,0,23,0,59,30,55,69,208,1500000US060014033023,"Block Group 3, Census Tract 4033.02, Alameda County, California"
699,0,12,26,46,0,24,26,0,0,28,48,81,154,137,13,104,1500000US060014034011,"Block Group 1, Census Tract 4034.01, Alameda County, California"
603,63,113,0,0,21,0,0,12,0,0,63,116,72,0,39,104,1500000US060014034012,"Block Group 2, Census Tract 4034.01, Alameda County, California"
785,57,235,14,85,0,55,0,11,10,20,84,90,47,6,42,29,1500000US060014034013,"Block Group 3, Census Tract 4034.01, Alameda County, California"
56,0,0,0,0,0,0,22,0,0,0,25,0,0,0,9,0,1500000US060014034021,"Block Group 1, Census Tract 4034.02, Alameda County, California"
883,0,0,104,71,17,0,60,33,0,138,68,143,62,20,167,0,1500000US060014034022,"Block Group 2, Census Tract 4034.02, Alameda County, California"
709,48,52,139,71,115,15,0,0,0,58,54,46,16,13,67,15,1500000US060014035011,"Block Group 1, Census Tract 4035.01, Alameda County, California"
921,158,14,41,0,17,29,13,10,33,111,65,48,102,78,125,77,1500000US060014035012,"Block Group 2, Census Tract 4035.01, Alameda County, California"
372,0,14,0,99,17,31,0,12,0,95,0,56,0,0,43,5,1500000US060014035013,"Block Group 3, Census Tract 4035.01, Alameda County, California"
526,30,32,5,0,46,0,0,14,0,12,45,0,128,59,53,102,1500000US060014035014,"Block Group 4, Census Tract 4035.01, Alameda County, California"
523,8,12,42,39,36,20,0,0,7,0,70,32,47,38,134,38,1500000US060014035021,"Block Group 1, Census Tract 4035.02, Alameda County, California"
633,53,19,16,6,7,44,44,8,9,61,35,89,38,21,127,56,1500000US060014035022,"Block Group 2, Census Tract 4035.02, Alameda County, California"
460,0,0,0,0,10,17,37,10,0,0,51,120,93,35,38,49,1500000US060014036001,"Block Group 1, Census Tract 4036, Alameda County, California"
650,33,23,0,17,0,29,0,0,38,25,31,137,146,74,0,97,1500000US060014036002,"Block Group 2, Census Tract 4036, Alameda County, California"
1648,150,65,0,31,48,50,0,18,113,119,90,518,159,86,127,74,1500000US060014036003,"Block Group 3, Census Tract 4036, Alameda County, California"
880,39,57,24,8,25,22,8,8,16,148,111,63,79,149,71,52,1500000US060014037011,"Block Group 1, Census Tract 4037.01, Alameda County, California"
886,35,10,0,85,9,0,95,27,8,62,72,115,163,50,113,42,1500000US060014037012,"Block Group 2, Census Tract 4037.01, Alameda County, California"
302,11,30,0,10,15,0,0,10,0,34,8,77,18,34,40,15,1500000US060014037021,"Block Group 1, Census Tract 4037.02, Alameda County, California"
772,20,0,0,0,0,30,34,0,0,9,95,132,114,36,141,161,1500000US060014037022,"Block Group 2, Census Tract 4037.02, Alameda County, California"
233,10,0,0,0,0,0,10,10,0,0,0,0,9,34,29,131,1500000US060014038001,"Block Group 1, Census Tract 4038, Alameda County, California"
530,16,1,6,36,0,0,9,25,0,68,30,82,58,46,45,108,1500000US060014038002,"Block Group 2, Census Tract 4038, Alameda County, California"
367,31,0,0,0,9,9,17,0,0,27,17,36,44,23,104,50,1500000US060014038003,"Block Group 3, Census Tract 4038, Alameda County, California"
672,9,0,0,27,28,18,0,21,0,53,8,98,52,111,104,143,1500000US060014038004,"Block Group 4, Census Tract 4038, Alameda County, California"
763,0,50,0,38,66,7,44,0,53,41,38,154,83,69,54,66,1500000US060014039001,"Block Group 1, Census Tract 4039, Alameda County, California"
628,0,16,13,0,0,39,0,0,0,0,20,68,50,0,201,221,1500000US060014039002,"Block Group 2, Census Tract 4039, Alameda County, California"
658,13,50,7,16,0,0,24,0,27,29,77,38,85,63,173,56,1500000US060014039003,"Block Group 3, Census Tract 4039, Alameda County, California"
490,54,61,0,0,0,0,0,0,8,38,68,98,32,43,63,25,1500000US060014040001,"Block Group 1, Census Tract 4040, Alameda County, California"
707,4,0,0,0,17,66,3,0,34,23,86,101,139,74,62,98,1500000US060014040002,"Block Group 2, Census Tract 4040, Alameda County, California"
424,6,0,0,0,0,52,36,0,13,67,41,51,27,18,64,49,1500000US060014040003,"Block Group 3, Census Tract 4040, Alameda County, California"
662,6,38,0,31,31,41,56,0,0,31,46,65,38,36,102,141,1500000US060014041011,"Block Group 1, Census Tract 4041.01, Alameda County, California"
533,10,12,9,0,18,0,18,0,6,33,39,83,74,0,119,112,1500000US060014041012,"Block Group 2, Census Tract 4041.01, Alameda County, California"
453,53,0,0,0,33,0,13,0,19,10,25,85,43,39,42,91,1500000US060014041013,"Block Group 3, Census Tract 4041.01, Alameda County, California"
975,27,58,48,49,29,35,0,12,20,88,72,165,74,74,48,176,1500000US060014041021,"Block Group 1, Census Tract 4041.02, Alameda County, California"
594,102,17,39,19,0,9,30,9,0,10,90,34,77,31,56,71,1500000US060014041022,"Block Group 2, Census Tract 4041.02, Alameda County, California"
439,11,0,0,0,0,9,0,0,22,0,7,77,16,48,34,215,1500000US060014042001,"Block Group 1, Census Tract 4042, Alameda County, California"
464,8,0,0,0,0,10,0,0,0,7,0,37,28,81,21,272,1500000US060014042002,"Block Group 2, Census Tract 4042, Alameda County, California"
444,20,10,0,5,0,0,0,7,12,21,40,72,16,42,19,180,1500000US060014042003,"Block Group 3, Census Tract 4042, Alameda County, California"
449,26,0,0,0,0,8,0,11,55,18,6,19,7,8,68,223,1500000US060014043001,"Block Group 1, Census Tract 4043, Alameda County, California"
385,9,0,0,0,0,0,8,0,0,11,9,28,33,0,61,226,1500000US060014043002,"Block Group 2, Census Tract 4043, Alameda County, California"
528,0,17,16,0,0,0,0,0,0,0,57,39,18,33,69,279,1500000US060014043003,"Block Group 3, Census Tract 4043, Alameda County, California"
743,74,0,25,26,0,0,12,0,11,11,0,52,14,78,67,373,1500000US060014044001,"Block Group 1, Census Tract 4044, Alameda County, California"
551,21,12,13,0,41,0,12,7,22,9,45,82,12,49,109,117,1500000US060014044002,"Block Group 2, Census Tract 4044, Alameda County, California"
676,0,12,24,38,0,8,0,18,8,0,22,62,55,52,49,328,1500000US060014044003,"Block Group 3, Census Tract 4044, Alameda County, California"
325,14,0,0,34,0,0,0,0,6,0,25,49,75,17,58,47,1500000US060014044004,"Block Group 4, Census Tract 4044, Alameda County, California"
653,3,4,4,0,9,0,8,4,0,27,16,33,44,73,89,339,1500000US060014045011,"Block Group 1, Census Tract 4045.01, Alameda County, California"
332,0,0,0,0,0,0,0,0,16,0,0,16,12,82,12,194,1500000US060014045021,"Block Group 1, Census Tract 4045.02, Alameda County, California"
701,0,38,30,0,0,0,0,0,0,0,54,48,76,0,101,354,1500000US060014045022,"Block Group 2, Census Tract 4045.02, Alameda County, California"
681,0,0,0,0,0,14,34,12,0,20,0,78,49,0,182,292,1500000US060014045023,"Block Group 3, Census Tract 4045.02, Alameda County, California"
710,0,13,0,28,0,15,0,14,0,0,54,51,37,46,109,343,1500000US060014045024,"Block Group 4, Census Tract 4045.02, Alameda County, California"
427,0,0,0,7,0,0,0,0,3,37,8,38,23,35,124,152,1500000US060014046001,"Block Group 1, Census Tract 4046, Alameda County, California"
243,0,0,0,0,0,0,6,8,11,0,7,20,9,9,82,91,1500000US060014046002,"Block Group 2, Census Tract 4046, Alameda County, California"
475,9,0,0,0,0,8,10,0,0,9,21,6,5,77,76,254,1500000US060014046003,"Block Group 3, Census Tract 4046, Alameda County, California"
655,0,0,0,0,0,0,19,9,21,21,0,88,70,40,77,310,1500000US060014046004,"Block Group 4, Census Tract 4046, Alameda County, California"
409,6,10,0,4,5,0,13,0,12,0,36,5,36,28,64,190,1500000US060014047001,"Block Group 1, Census Tract 4047, Alameda County, California"
404,0,0,0,0,0,0,5,6,3,15,13,16,14,21,111,200,1500000US060014047002,"Block Group 2, Census Tract 4047, Alameda County, California"
451,25,0,10,0,11,34,5,8,0,13,41,80,64,29,46,85,1500000US060014048001,"Block Group 1, Census Tract 4048, Alameda County, California"
632,40,9,0,0,0,54,0,14,0,66,22,9,68,57,40,253,1500000US060014048002,"Block Group 2, Census Tract 4048, Alameda County, California"
310,0,0,6,6,0,0,7,11,0,0,32,51,0,42,26,129,1500000US060014049001,"Block Group 1, Census Tract 4049, Alameda County, California"
509,8,48,14,10,33,49,56,4,54,4,8,55,59,0,7,100,1500000US060014049002,"Block Group 2, Census Tract 4049, Alameda County, California"
532,16,0,0,0,26,9,0,0,8,2,33,21,112,48,186,71,1500000US060014049003,"Block Group 3, Census Tract 4049, Alameda County, California"
499,0,0,0,0,0,0,0,14,0,0,39,18,66,61,139,162,1500000US060014049004,"Block Group 4, Census Tract 4049, Alameda County, California"
323,0,0,11,0,7,17,0,0,5,7,0,8,16,85,70,97,1500000US060014050001,"Block Group 1, Census Tract 4050, Alameda County, California"
550,13,16,6,0,7,8,13,31,0,14,0,41,86,48,74,193,1500000US060014050002,"Block Group 2, Census Tract 4050, Alameda County, California"
668,25,6,8,7,36,14,19,55,8,0,59,55,118,16,72,170,1500000US060014050003,"Block Group 3, Census Tract 4050, Alameda County, California"
410,8,0,0,0,0,0,0,0,7,29,11,49,37,20,22,227,1500000US060014051001,"Block Group 1, Census Tract 4051, Alameda County, California"
269,18,0,0,0,0,0,0,0,17,0,11,0,25,26,26,146,1500000US060014051002,"Block Group 2, Census Tract 4051, Alameda County, California"
322,0,14,0,0,6,0,0,0,0,7,30,19,16,8,25,197,1500000US060014051003,"Block Group 3, Census Tract 4051, Alameda County, California"
309,6,0,0,0,0,0,0,0,0,0,0,11,18,33,103,138,1500000US060014051004,"Block Group 4, Census Tract 4051, Alameda County, California"
360,15,0,0,0,13,0,0,24,0,21,26,9,8,22,25,197,1500000US060014051005,"Block Group 5, Census Tract 4051, Alameda County, California"
587,22,15,0,0,42,7,0,12,16,114,57,38,47,5,67,145,1500000US060014052001,"Block Group 1, Census Tract 4052, Alameda County, California"
461,27,49,0,10,73,47,0,8,0,14,11,111,49,0,38,24,1500000US060014052002,"Block Group 2, Census Tract 4052, Alameda County, California"
482,0,51,15,15,0,0,0,0,11,16,46,69,8,51,112,88,1500000US060014052003,"Block Group 3, Census Tract 4052, Alameda County, California"
685,29,0,12,0,0,46,10,54,16,17,103,110,57,0,85,146,1500000US060014052004,"Block Group 4, Census Tract 4052, Alameda County, California"
503,7,19,38,9,8,0,22,0,0,25,80,17,44,52,82,100,1500000US060014053011,"Block Group 1, Census Tract 4053.01, Alameda County, California"
602,55,10,0,21,22,26,8,9,0,13,45,31,130,44,55,133,1500000US060014053012,"Block Group 2, Census Tract 4053.01, Alameda County, California"
415,38,20,8,7,0,4,24,33,17,52,36,24,43,32,22,55,1500000US060014053013,"Block Group 3, Census Tract 4053.01, Alameda County, California"
747,68,56,119,56,11,30,0,12,26,69,21,54,45,83,29,68,1500000US060014053021,"Block Group 1, Census Tract 4053.02, Alameda County, California"
567,81,19,10,7,15,0,22,23,8,43,35,104,31,52,92,25,1500000US060014053022,"Block Group 2, Census Tract 4053.02, Alameda County, California"
713,35,62,16,17,43,48,42,12,48,51,105,58,52,25,44,55,1500000US060014054011,"Block Group 1, Census Tract 4054.01, Alameda County, California"
403,15,26,0,39,16,0,0,0,39,30,13,121,15,8,66,15,1500000US060014054012,"Block Group 2, Census Tract 4054.01, Alameda County, California"
496,55,68,56,27,4,18,8,47,0,0,41,113,21,12,0,26,1500000US060014054013,"Block Group 3, Census Tract 4054.01, Alameda County, California"
750,23,69,51,107,18,81,0,53,6,82,67,96,44,19,9,25,1500000US060014054021,"Block Group 1, Census Tract 4054.02, Alameda County, California"
404,16,19,8,0,33,26,0,20,0,39,31,70,25,0,82,35,1500000US060014054022,"Block Group 2, Census Tract 4054.02, Alameda County, California"
281,0,58,4,11,0,11,8,1,0,31,14,9,65,6,48,15,1500000US060014055001,"Block Group 1, Census Tract 4055, Alameda County, California"
431,27,23,12,14,44,0,5,0,17,50,24,92,51,9,49,14,1500000US060014055002,"Block Group 2, Census Tract 4055, Alameda County, California"
257,27,0,9,23,47,33,0,0,0,19,15,24,7,13,31,9,1500000US060014055003,"Block Group 3, Census Tract 4055, Alameda County, California"
530,20,28,0,0,32,0,43,7,0,19,73,24,82,18,131,53,1500000US060014055004,"Block Group 4, Census Tract 4055, Alameda County, California"
288,11,24,10,6,18,4,6,64,0,46,0,39,10,5,28,17,1500000US060014056001,"Block Group 1, Census Tract 4056, Alameda County, California"
374,37,0,8,0,0,17,0,25,0,31,22,13,54,69,27,71,1500000US060014056002,"Block Group 2, Census Tract 4056, Alameda County, California"
726,8,57,38,23,9,21,0,64,29,93,54,133,79,56,37,25,1500000US060014056003,"Block Group 3, Census Tract 4056, Alameda County, California"
507,14,32,38,16,3,0,19,11,36,22,130,70,12,0,47,57,1500000US060014057001,"Block Group 1, Census Tract 4057, Alameda County, California"
546,0,15,27,0,11,0,0,0,25,22,237,54,16,107,0,32,1500000US060014057002,"Block Group 2, Census Tract 4057, Alameda County, California"
417,21,41,14,0,5,22,34,0,0,39,73,91,58,4,0,15,1500000US060014057003,"Block Group 3, Census Tract 4057, Alameda County, California"
255,25,26,0,14,0,19,0,4,0,52,17,20,38,22,11,7,1500000US060014058001,"Block Group 1, Census Tract 4058, Alameda County, California"
453,69,54,19,30,0,38,0,0,0,21,62,30,66,22,13,29,1500000US060014058002,"Block Group 2, Census Tract 4058, Alameda County, California"
361,22,0,2,0,0,17,14,80,49,32,42,35,20,8,0,40,1500000US060014058003,"Block Group 3, Census Tract 4058, Alameda County, California"
218,0,8,0,6,79,7,9,14,0,10,22,35,6,7,0,15,1500000US060014058004,"Block Group 4, Census Tract 4058, Alameda County, California"
478,60,45,18,33,16,0,19,0,13,66,21,60,30,38,59,0,1500000US060014059011,"Block Group 1, Census Tract 4059.01, Alameda County, California"
276,9,0,7,34,17,0,62,33,0,22,10,27,22,16,12,5,1500000US060014059012,"Block Group 2, Census Tract 4059.01, Alameda County, California"
320,53,0,8,21,3,49,0,40,3,0,25,59,13,18,0,28,1500000US060014059013,"Block Group 3, Census Tract 4059.01, Alameda County, California"
465,27,43,32,17,10,26,36,6,36,11,76,35,28,0,45,37,1500000US060014059021,"Block Group 1, Census Tract 4059.02, Alameda County, California"
485,34,34,37,17,0,31,16,13,33,52,15,41,38,21,78,25,1500000US060014059022,"Block Group 2, Census Tract 4059.02, Alameda County, California"
343,0,43,10,0,0,67,37,0,22,15,28,5,28,14,39,35,1500000US060014060001,"Block Group 1, Census Tract 4060, Alameda County, California"
331,0,0,9,42,26,17,9,42,27,32,30,34,20,22,0,21,1500000US060014060002,"Block Group 2, Census Tract 4060, Alameda County, California"
521,42,120,39,14,9,9,35,9,0,65,67,24,13,14,26,35,1500000US060014060003,"Block Group 3, Census Tract 4060, Alameda County, California"
432,0,33,16,33,30,58,25,0,20,0,55,47,0,30,48,37,1500000US060014060004,"Block Group 4, Census Tract 4060, Alameda County, California"
408,61,131,0,27,42,25,0,11,0,0,0,15,24,32,27,13,1500000US060014061001,"Block Group 1, Census Tract 4061, Alameda County, California"
155,0,0,0,0,6,6,0,0,14,22,24,18,8,8,0,49,1500000US060014061002,"Block Group 2, Census Tract 4061, Alameda County, California"
537,48,0,23,26,8,0,0,9,0,51,72,45,60,14,87,94,1500000US060014061003,"Block Group 3, Census Tract 4061, Alameda County, California"
415,0,25,0,17,23,18,0,53,23,51,52,55,50,5,43,0,1500000US060014061004,"Block Group 4, Census Tract 4061, Alameda County, California"
438,32,0,28,0,18,0,36,29,16,66,95,35,46,0,21,16,1500000US060014062011,"Block Group 1, Census Tract 4062.01, Alameda County, California"
187,0,0,23,10,0,35,0,40,10,0,6,26,6,16,15,0,1500000US060014062012,"Block Group 2, Census Tract 4062.01, Alameda County, California"
580,68,54,15,0,50,0,71,40,0,39,87,60,38,31,27,0,1500000US060014062013,"Block Group 3, Census Tract 4062.01, Alameda County, California"
238,61,20,0,0,0,0,16,10,18,27,33,29,18,6,0,0,1500000US060014062014,"Block Group 4, Census Tract 4062.01, Alameda County, California"
307,0,15,27,27,42,15,12,0,27,27,24,28,25,0,13,25,1500000US060014062021,"Block Group 1, Census Tract 4062.02, Alameda County, California"
494,60,25,50,31,34,13,15,36,25,91,45,8,0,11,20,30,1500000US060014062022,"Block Group 2, Census Tract 4062.02, Alameda County, California"
435,0,0,21,32,72,0,0,49,2,56,59,28,37,39,13,27,1500000US060014062023,"Block Group 3, Census Tract 4062.02, Alameda County, California"
402,44,123,25,15,0,14,8,17,13,0,9,17,28,10,42,37,1500000US060014063001,"Block Group 1, Census Tract 4063, Alameda County, California"
317,80,25,34,26,0,0,0,31,9,26,17,14,0,15,0,40,1500000US060014063002,"Block Group 2, Census Tract 4063, Alameda County, California"
